pmid	pmcid	doi	journal	year	title	reason_not_readable
35926507		10.1016/j.cell.2022.06.045	Cell	2022	Repeat-based holocentromeres influence genome architecture and karyotype evolution.	no open full text in Europe PMC
35985281		10.1016/j.cell.2022.07.015	Cell	2022	Scientific communication on TikTok.	no open full text in Europe PMC
35914528		10.1016/j.cell.2022.06.054	Cell	2022	Glioblastoma hijacks neuronal mechanisms for brain invasion.	no open full text in Europe PMC
35985290		10.1016/j.cell.2022.07.014	Cell	2022	Bacteriophages benefit from mobilizing pathogenicity islands encoding immune systems against competitors.	no open full text in Europe PMC
35926506		10.1016/j.cell.2022.06.042	Cell	2022	The evolution and diversification of oakleaf butterflies.	no open full text in Europe PMC
35985282		10.1016/j.cell.2022.07.027	Cell	2022	Pride in STEM worldwide.	no open full text in Europe PMC
35882231		10.1016/j.cell.2022.06.032	Cell	2022	Recombination of repeat elements generates somatic complexity in human genomes.	no open full text in Europe PMC
35931019		10.1016/j.cell.2022.06.010	Cell	2022	Nitric oxide signaling in health and disease.	no open full text in Europe PMC
35870449		10.1016/j.cell.2022.06.039	Cell	2022	Large-scale multiplexed mosaic CRISPR perturbation in the whole organism.	no open full text in Europe PMC
35858625		10.1016/j.cell.2022.06.028	Cell	2022	Replication stress impairs chromosome segregation and preimplantation development in human embryos.	no open full text in Europe PMC
35839760		10.1016/j.cell.2022.06.027	Cell	2022	Inactivation of a wheat protein kinase gene confers broad-spectrum resistance to rust fungi.	no open full text in Europe PMC
35868279		10.1016/j.cell.2022.05.029	Cell	2022	Designing antibodies as therapeutics.	no open full text in Europe PMC
35868273		10.1016/j.cell.2022.06.041	Cell	2022	Repurposing chemical waste: Sustainable chemistry for circularity beyond artificial intelligence.	no open full text in Europe PMC
35868267		10.1016/j.cell.2022.06.030	Cell	2022	Establishing a blockchain-enabled Indigenous data sovereignty framework for genomic data.	no open full text in Europe PMC
35868269		10.1016/j.cell.2022.06.047	Cell	2022	The application of artificial intelligence to biology and neuroscience.	no open full text in Europe PMC
35868263		10.1016/j.cell.2022.06.022	Cell	2022	Tackling human problems through biotechnology.	no open full text in Europe PMC
35868278		10.1016/j.cell.2022.06.051	Cell	2022	Human organoids: New strategies and methods for analyzing human development and disease.	no open full text in Europe PMC
35868272		10.1016/j.cell.2022.06.017	Cell	2022	High current hydrogels: Biocompatible electromechanical energy sources.	no open full text in Europe PMC
35868266		10.1016/j.cell.2022.06.044	Cell	2022	The challenges in finding your home as a multidisciplinary scientist.	no open full text in Europe PMC
35868276		10.1016/j.cell.2022.06.040	Cell	2022	Single-cell approaches in human microbiome research.	no open full text in Europe PMC
35868270		10.1016/j.cell.2022.06.015	Cell	2022	Tissue bioprinting for biology and medicine.	no open full text in Europe PMC
35868264		10.1016/j.cell.2022.06.011	Cell	2022	The next decade of protein structure.	no open full text in Europe PMC
35777355		10.1016/j.cell.2022.05.016	Cell	2022	A volatile from the skin microbiota of flavivirus-infected hosts promotes mosquito attractiveness.	no open full text in Europe PMC
35868280		10.1016/j.cell.2022.06.002	Cell	2022	SnapShot: Spatial transcriptomics.	no open full text in Europe PMC
35868262		10.1016/j.cell.2022.06.021	Cell	2022	Tumor biology gets smart.	no open full text in Europe PMC
35803241		10.1016/j.cell.2022.06.012	Cell	2022	Breaking down a gut-to-brain circuit that prevents malabsorption.	no open full text in Europe PMC
35868271		10.1016/j.cell.2022.06.034	Cell	2022	Cryo-electron tomography: A long journey to the inner space of cells.	no open full text in Europe PMC
35868265		10.1016/j.cell.2022.06.024	Cell	2022	The impact of AI on research.	no open full text in Europe PMC
35709748		10.1016/j.cell.2022.05.020	Cell	2022	Bone marrow hematopoiesis drives multiple sclerosis progression.	no open full text in Europe PMC
35732175		10.1016/j.cell.2022.05.011	Cell	2022	Transcriptome, connectome and neuromodulation of the primate brain.	no open full text in Europe PMC
35662414		10.1016/j.cell.2022.05.006	Cell	2022	Non-coding 7S RNA inhibits transcription via mitochondrial RNA polymerase dimerization.	no open full text in Europe PMC
35688129		10.1016/j.cell.2022.05.010	Cell	2022	Challenges and potential solutions to health disparities in genomic medicine.	no open full text in Europe PMC
35643084		10.1016/j.cell.2022.04.036	Cell	2022	The integrated genomics of crop domestication and breeding.	no open full text in Europe PMC
35750032		10.1016/j.cell.2022.05.023	Cell	2022	New antivirals exploit viral feedback tricks for a cure without resistance.	no open full text in Europe PMC
35623357		10.1016/j.cell.2022.05.001	Cell	2022	Mouse oocytes develop in cysts with the help of nurse cells.	no open full text in Europe PMC
35643083		10.1016/j.cell.2022.05.003	Cell	2022	Structure and engineering of the type III-E CRISPR-Cas7-11 effector complex.	no open full text in Europe PMC
35597242		10.1016/j.cell.2022.04.032	Cell	2022	TIR domains of plant immune receptors are 2',3'-cAMP/cGMP synthetases mediating cell death.	no open full text in Europe PMC
35597241		10.1016/j.cell.2022.04.034	Cell	2022	XIST loss impairs mammary stem cell differentiation and increases tumorigenicity through Mediator hyperactivation.	no open full text in Europe PMC
35580586		10.1016/j.cell.2022.04.013	Cell	2022	mTOR substrate phosphorylation in growth control.	no open full text in Europe PMC
35551765		10.1016/j.cell.2022.04.023	Cell	2022	Reciprocal cell-ECM dynamics generate supracellular fluidity underlying spontaneous follicle patterning.	no open full text in Europe PMC
35584701		10.1016/j.cell.2022.04.021	Cell	2022	Circular RNAs: Characterization, cellular roles, and applications.	no open full text in Europe PMC
35512705		10.1016/j.cell.2022.04.003	Cell	2022	Spatiotemporal transcriptomic atlas of mouse organogenesis using DNA nanoball-patterned arrays.	no open full text in Europe PMC
35623326		10.1016/j.cell.2022.05.002	Cell	2022	Flip-flop genomics: Charting inversions in the human population.	no open full text in Europe PMC
35561661		10.1016/j.cell.2022.04.012	Cell	2022	Precision medicine requires understanding how both sex and gender influence health.	no open full text in Europe PMC
35623329		10.1016/j.cell.2022.04.030	Cell	2022	A plant immune protein enables broad antitumor response by rescuing microRNA deficiency.	no open full text in Europe PMC
35472302		10.1016/j.cell.2022.03.039	Cell	2022	Targeted A-to-G base editing in human mitochondrial DNA with programmable deaminases.	no open full text in Europe PMC
35385688		10.1016/j.cell.2022.03.021	Cell	2022	The common sense of the community.	no open full text in Europe PMC
35385684		10.1016/j.cell.2022.03.025	Cell	2022	Cancer stem cells: The adventurous journey from hematopoietic to leukemic stem cells.	no open full text in Europe PMC
35390273		10.1016/j.cell.2022.03.036	Cell	2022	The voices of Ukrainian and Russian scientists.	no open full text in Europe PMC
35385685		10.1016/j.cell.2022.03.031	Cell	2022	Of mice and men: From hematopoiesis in mouse models to curative gene therapy for sickle cell disease.	no open full text in Europe PMC
35487192		10.1016/j.cell.2022.03.028	Cell	2022	SnapShot: Skeletal muscle atrophy.	no open full text in Europe PMC
35395179		10.1016/j.cell.2022.02.027	Cell	2022	Tumor-resident intracellular microbiota promotes metastatic colonization in breast cancer.	no open full text in Europe PMC
35487187		10.1016/j.cell.2022.03.046	Cell	2022	The NINDS 2021-2026 Strategic Plan: Partnership and cross-cutting principles.	no open full text in Europe PMC
35366418		10.1016/j.cell.2022.03.005	Cell	2022	CCT2 is an aggrephagy receptor for clearance of solid protein aggregates.	no open full text in Europe PMC
35325594		10.1016/j.cell.2022.02.021	Cell	2022	Tissue-resident FOLR2&lt;sup&gt;+&lt;/sup&gt; macrophages associate with CD8&lt;sup&gt;+&lt;/sup&gt; T cell infiltration in human breast cancer.	no open full text in Europe PMC
35325591		10.1016/j.cell.2022.03.001	Cell	2022	Roll out the barrel! Outer membrane tension resolves an unexpected folding intermediate.	no open full text in Europe PMC
35305314		10.1016/j.cell.2022.02.012	Cell	2022	Tumor-reactive antibodies evolve from non-binding and autoreactive precursors.	no open full text in Europe PMC
35294858		10.1016/j.cell.2022.02.011	Cell	2022	Receptor-associated independent cAMP nanodomains mediate spatiotemporal specificity of GPCR signaling.	no open full text in Europe PMC
35247329		10.1016/j.cell.2022.02.004	Cell	2022	Local hyperthermia therapy induces browning of white fat and treats obesity.	no open full text in Europe PMC
35303428		10.1016/j.cell.2022.02.010	Cell	2022	TFPI is a colonic crypt receptor for TcdB from hypervirulent clade 2 C. difficile.	no open full text in Europe PMC
35245480		10.1016/j.cell.2022.02.007	Cell	2022	The epitranscriptome toolbox.	no open full text in Europe PMC
35245477		10.1016/j.cell.2022.02.008	Cell	2022	Basic science under threat: Lessons from the Skirball Institute.	no open full text in Europe PMC
35120666		10.1016/j.cell.2021.12.029	Cell	2022	SnapShot: Bacterial immunity.	no open full text in Europe PMC
35085485		10.1016/j.cell.2021.12.036	Cell	2022	Genomic structure predicts metabolite dynamics in microbial communities.	no open full text in Europe PMC
35120660		10.1016/j.cell.2022.01.004	Cell	2022	Underrepresentation of Asian awardees of United States biomedical research prizes.	no open full text in Europe PMC
35051368		10.1016/j.cell.2021.12.039	Cell	2022	Magnesium sensing via LFA-1 regulates CD8<sup>+</sup> T cell effector function.	no open full text in Europe PMC
34995516		10.1016/j.cell.2021.09.029	Cell	2022	SnapShot: Astrocyte interactions.	no open full text in Europe PMC
34995512		10.1016/j.cell.2021.12.010	Cell	2022	Understanding the biological basis of psychiatric disease: What's next?	no open full text in Europe PMC
35063077		10.1016/j.cell.2021.12.028	Cell	2022	SnapShot: Human endogenous retroviruses.	no open full text in Europe PMC
34965378		10.1016/j.cell.2021.12.006	Cell	2022	The Chinese pine genome and methylome unveil key features of conifer evolution.	no open full text in Europe PMC
34995517		10.1016/j.cell.2021.11.037	Cell	2022	BRAIN 2.0: Transforming neuroscience.	no open full text in Europe PMC
34995514		10.1016/j.cell.2021.12.009	Cell	2022	Mechanism of CFTR correction by type I folding correctors.	no open full text in Europe PMC
34919814		10.1016/j.cell.2021.11.032	Cell	2022	Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.	no open full text in Europe PMC
34774127		10.1016/j.cell.2021.10.003	Cell	2022	Human brain organogenesis: Toward a cellular understanding of development and disease.	no open full text in Europe PMC
36516855	PMC9815831	10.1016/j.cell.2022.11.019	Cell	2022	Cerebrospinal fluid immune dysregulation during healthy brain aging and cognitive impairment.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36516854	PMC9789208	10.1016/j.cell.2022.11.016	Cell	2022	Engineered cell entry links receptor biology with single-cell genomics.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36493754	PMC9761687	10.1016/j.cell.2022.11.008	Cell	2022	Embryonic origins of adult pluripotent stem cells.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36563663	PMC9869402	10.1016/j.cell.2022.11.023	Cell	2022	Mobile genetic elements from the maternal microbiome shape infant gut microbial assembly and metabolism.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36493753	PMC10478034	10.1016/j.cell.2022.11.003	Cell	2022	Domestic dog lineages reveal genetic drivers of behavioral diversification.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36563665	PMC9794116	10.1016/j.cell.2022.11.033	Cell	2022	Mechanism of IFT-A polymerization into trains for ciliary transport.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36493751	PMC12162144	10.1016/j.cell.2022.10.025	Cell	2022	Immune cell interactions in tuberculosis.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36563662	PMC9930200	10.1016/j.cell.2022.11.029	Cell	2022	Chimeric efferocytic receptors improve apoptotic cell clearance and alleviate inflammation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36563664	PMC10122433	10.1016/j.cell.2022.11.028	Cell	2022	Integrative single-cell analysis of cardiogenesis identifies developmental trajectories and non-coding mutations in congenital heart disease.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36493752	PMC9888357	10.1016/j.cell.2022.11.004	Cell	2022	Fibroblast inflammatory priming determines regenerative versus fibrotic skin repair in reindeer.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36493755	PMC9735246	10.1016/j.cell.2022.11.014	Cell	2022	Structural visualization of the tubulin folding pathway directed by human chaperonin TRiC/CCT.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36402135	PMC9742325	10.1016/j.cell.2022.10.023	Cell	2022	A Zika virus-specific IgM elicited in pregnancy exhibits ultrapotent neutralization.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36417914	PMC9891081	10.1016/j.cell.2022.10.024	Cell	2022	Structural basis for the severe adverse interaction of sofosbuvir and amiodarone on L-type Ca<sub>v</sub> channels.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36356582	PMC9691622	10.1016/j.cell.2022.10.019	Cell	2022	An ancestral mycobacterial effector promotes dissemination of infection.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36347254	PMC10482496	10.1016/j.cell.2022.10.017	Cell	2022	The phenotypic landscape of essential human genes.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36347253	PMC9691600	10.1016/j.cell.2022.10.008	Cell	2022	A microbial transporter of the dietary antioxidant ergothioneine.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36334588	PMC9691598	10.1016/j.cell.2022.10.012	Cell	2022	Mechanoreceptor signal convergence and transformation in the dorsal horn flexibly shape a diversity of outputs to the brain.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36334590	PMC9691599	10.1016/j.cell.2022.10.005	Cell	2022	Rapid 40S scanning and its regulation by mRNA structure during eukaryotic translation initiation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36368323	PMC9691594	10.1016/j.cell.2022.10.021	Cell	2022	Polony gels enable amplifiable DNA stamping and spatial transcriptomics of chronic pain.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36423581	PMC10013929	10.1016/j.cell.2022.10.016	Cell	2022	Adaptive sequence divergence forged new neurodevelopmental enhancers in humans.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36334589	PMC10040263	10.1016/j.cell.2022.10.003	Cell	2022	Architecture of the outbred brown fat proteome defines regulators of metabolic physiology.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36302380	PMC9669246	10.1016/j.cell.2022.10.006	Cell	2022	Systemic vaccination induces CD8&lt;sup&gt;+&lt;/sup&gt; T cells and remodels the tumor microenvironment.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36368305	PMC9908006	10.1016/j.cell.2022.10.007	Cell	2022	Macrophages in health and disease.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36423582	PMC9708097	10.1016/j.cell.2022.10.028	Cell	2022	Quantitative fate mapping: A general framework for analyzing progenitor state dynamics via retrospective lineage barcoding.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36368308	PMC10726699	10.1016/j.cell.2022.10.009	Cell	2022	Genomic architecture of autism from comprehensive whole-genome sequence annotation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36318920	PMC9669202	10.1016/j.cell.2022.09.036	Cell	2022	Multiphase coalescence mediates Hippo pathway activation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36318922	PMC9699283	10.1016/j.cell.2022.09.042	Cell	2022	WNK kinases sense molecular crowding and rescue cell volume via phase separation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36272405	PMC9691621	10.1016/j.cell.2022.09.035	Cell	2022	Spatially resolved epigenomic profiling of single cells in complex tissues.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36257314	PMC9617784	10.1016/j.cell.2022.09.030	Cell	2022	SYK coordinates neuroprotective microglial responses in neurodegenerative disease.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36243004	PMC9617795	10.1016/j.cell.2022.09.024	Cell	2022	Nociceptor neurons direct goblet cells via a CGRP-RAMP1 axis to drive mucus production and gut barrier protection.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36240780	PMC9617783	10.1016/j.cell.2022.09.031	Cell	2022	En masse organoid phenotyping informs metabolic-associated genetic susceptibility to NASH.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36240781	PMC9617796	10.1016/j.cell.2022.09.008	Cell	2022	Gut-innervating nociceptors regulate the intestinal microbiota to promote tissue protection.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36198316	PMC9588697	10.1016/j.cell.2022.09.002	Cell	2022	X-linked ubiquitin-specific peptidase 11 increases tauopathy vulnerability in women.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36306733	PMC10103147	10.1016/j.cell.2022.09.026	Cell	2022	Structural basis for Cas9 off-target activity.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36306736	PMC9800003	10.1016/j.cell.2022.09.028	Cell	2022	Influences of rare copy-number variation on human complex traits.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36306734	PMC9681627	10.1016/j.cell.2022.09.038	Cell	2022	High-throughput sequencing of single neuron projections reveals spatial organization in the olfactory cortex.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36240739	PMC9815833	10.1016/j.cell.2022.09.023	Cell	2022	The JAK-STAT pathway at 30: Much learned, much more to do.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36306735	PMC9625082	10.1016/j.cell.2022.09.033	Cell	2022	TREM2 drives microglia response to amyloid-β via SYK-dependent and -independent pathways.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36182704	PMC9588614	10.1016/j.cell.2022.09.022	Cell	2022	Primate hemorrhagic fever-causing arteriviruses are poised for spillover to humans.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36152627	PMC9588278	10.1016/j.cell.2022.08.022	Cell	2022	Innate frequency-discrimination hyperacuity in Williams-Beuren syndrome mice.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36257313	PMC9513331	10.1016/j.cell.2022.09.032	Cell	2022	Interval between prior SARS-CoV-2 infection and booster vaccination impacts magnitude and quality of antibody and B cell responses.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36167070	PMC9588687	10.1016/j.cell.2022.08.025	Cell	2022	ER stress transforms random olfactory receptor choice into axon targeting precision.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113466	PMC9530004	10.1016/j.cell.2022.08.014	Cell	2022	Group II intron-like reverse transcriptases function in double-strand break repair.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113467	PMC9529843	10.1016/j.cell.2022.08.026	Cell	2022	Epstein-Barr virus: Biology and clinical disease.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113465	PMC9530027	10.1016/j.cell.2022.08.020	Cell	2022	Structure and mechanism of human cystine exporter cystinosin.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36070752	PMC9691261	10.1016/j.cell.2022.08.003	Cell	2022	Design, construction, and in vivo augmentation of a complex gut microbiome.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36057255	PMC9500442	10.1016/j.cell.2022.08.009	Cell	2022	Convergent evolution in the supercoiling of prokaryotic flagellar filaments.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36179667	PMC9542352	10.1016/j.cell.2022.09.007	Cell	2022	Mucus-degrading Bacteroides link carbapenems to aggravated graft-versus-host disease.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113423	PMC9805362	10.1016/j.cell.2022.08.013	Cell	2022	Team victory, yellow helmets for a computational tour de force.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36179669	PMC9990683	10.1016/j.cell.2022.09.010	Cell	2022	Proper acquisition of cell class identity in organoids allows definition of fate specification programs of the human cerebral cortex.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113427	PMC9494814	10.1016/j.cell.2022.08.008	Cell	2022	A general chemical principle for creating closure-stabilizing integrin inhibitors.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36055203	PMC10686218	10.1016/j.cell.2022.07.011	Cell	2022	SnapShot: Mediator complex structure.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36041436	PMC9556172	10.1016/j.cell.2022.08.005	Cell	2022	Microbiota imbalance induced by dietary sugar disrupts immune-mediated protection from metabolic syndrome.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36179668	PMC9550196	10.1016/j.cell.2022.09.004	Cell	2022	Ensembles of endothelial and mural cells promote angiogenesis in prenatal human brain.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113429	PMC9680832	10.1016/j.cell.2022.08.011	Cell	2022	Actin cytoskeleton remodeling primes RIG-I-like receptor activation.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36055199	PMC9450215	10.1016/j.cell.2022.07.025	Cell	2022	Sublethal cytochrome c release generates drug-tolerant persister cells.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36179671	PMC9564002	10.1016/j.cell.2022.09.015	Cell	2022	A pan-cancer mycobiome analysis reveals fungal involvement in gastrointestinal and lung tumors.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36113426	PMC10143502	10.1016/j.cell.2022.08.021	Cell	2022	Gut microbiome of multiple sclerosis patients and paired household healthy controls reveal associations with disease risk and course.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36055250	PMC9481732	10.1016/j.cell.2022.08.012	Cell	2022	helixCAM: A platform for programmable cellular assembly in bacteria and human cells.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
36055202	PMC9450212	10.1016/j.cell.2022.07.020	Cell	2022	Gut bacterial nutrient preferences quantified in vivo.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35985322	PMC9563101	10.1016/j.cell.2022.07.013	Cell	2022	Sustained deep-tissue voltage recording using a fast indicator evolved for two-photon microscopy.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35952671	PMC9442451	10.1016/j.cell.2022.06.048	Cell	2022	Epigenetic reader SP140 loss of function drives Crohn's disease due to uncontrolled macrophage topoisomerases.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35985283	PMC9924297	10.1016/j.cell.2022.06.043	Cell	2022	Organizations in science and medicine must hold each other accountable for discriminatory practices.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35907403	PMC9391319	10.1016/j.cell.2022.06.037	Cell	2022	PABP/purine-rich motif as an initiation module for cap-independent translation in pattern-triggered immunity.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35931082	PMC9464905	10.1016/j.cell.2022.06.050	Cell	2022	Intestinal transgene delivery with native E. coli chassis allows persistent physiological changes.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35917817	PMC9742861	10.1016/j.cell.2022.06.036	Cell	2022	A cross-disorder dosage sensitivity map of the human genome.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35907404	PMC9531054	10.1016/j.cell.2022.06.038	Cell	2022	Mitochondrial ROS promotes susceptibility to infection via gasdermin D-mediated necroptosis.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35853453	PMC9357157	10.1016/j.cell.2022.06.014	Cell	2022	HGT is widespread in insects and contributes to male courtship in lepidopterans.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35809571	PMC9339253	10.1016/j.cell.2022.06.016	Cell	2022	Tools for mammalian glycoscience research.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35803260	PMC9508682	10.1016/j.cell.2022.06.018	Cell	2022	Tissue-resident memory and circulating T cells are early responders to pre-surgical cancer immunotherapy.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35839759	PMC9469798	10.1016/j.cell.2022.06.029	Cell	2022	Metabolic analysis as a driver for discovery, diagnosis, and therapy.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35835100	PMC9555301	10.1016/j.cell.2022.06.035	Cell	2022	Cancer vaccines: Building a bridge over troubled waters.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35803246	PMC9677434	10.1016/j.cell.2022.06.007	Cell	2022	Dissecting the treatment-naive ecosystem of human melanoma brain metastasis.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35868275	PMC9347161	10.1016/j.cell.2022.06.046	Cell	2022	Synthetic chromosomes, genomes, viruses, and cells.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35803245	PMC9394431	10.1016/j.cell.2022.06.025	Cell	2022	Structural mechanisms of GABA<sub>A</sub> receptor autoimmune encephalitis.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35798006	PMC9454337	10.1016/j.cell.2022.03.045	Cell	2022	Therapeutic in vivo delivery of gene editing agents.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35764090	PMC9271604	10.1016/j.cell.2022.06.004	Cell	2022	Microbial liberation of N-methylserotonin from orange fiber in gnotobiotic mice and humans.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35868274	PMC10225251	10.1016/j.cell.2022.06.052	Cell	2022	3D genome, on repeat: Higher-order folding principles of the heterochromatinized repetitive genome.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35868277	PMC9342916	10.1016/j.cell.2022.06.031	Cell	2022	What is a cell type and how to define it?	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35803244	PMC9273022	10.1016/j.cell.2022.06.003	Cell	2022	Ferroptosis turns 10: Emerging mechanisms, physiological functions, and therapeutic applications.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35738284	PMC9617591	10.1016/j.cell.2022.05.024	Cell	2022	Generating human artery and vein cells from pluripotent stem cells highlights the arterial tropism of Nipah and Hendra viruses.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35716668	PMC9376858	10.1016/j.cell.2022.06.013	Cell	2022	Learning from HBCUs: How to produce Black professionals in STEMM.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35714609	PMC9469465	10.1016/j.cell.2022.05.018	Cell	2022	Thymic epithelial cells co-opt lineage-defining transcription factors to eliminate autoreactive T cells.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35662413	PMC9433108	10.1016/j.cell.2022.05.007	Cell	2022	An inter-organ neural circuit for appetite suppression.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35750034	PMC9236176	10.1016/j.cell.2022.05.021	Cell	2022	Parkinson's disease-risk protein TMEM175 is a proton-activated proton channel in lysosomes.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35688132	PMC9394447	10.1016/j.cell.2022.05.008	Cell	2022	The Parkinson's disease protein alpha-synuclein is a modulator of processing bodies and mRNA stability.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35688134	PMC9210550	10.1016/j.cell.2022.04.016	Cell	2022	Structural basis for RNA surveillance by the human nuclear exosome targeting (NEXT) complex.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35750033	PMC9340815	10.1016/j.cell.2022.05.017	Cell	2022	Cholesterol and matrisome pathways dysregulated in astrocytes and microglia.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35649412	PMC9189056	10.1016/j.cell.2022.04.038	Cell	2022	Glioma progression is shaped by genetic evolution and microenvironment interactions.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
35688133	PMC9555286	10.1016/j.cell.2022.04.031	Cell	2022	Counteracting chromatin effects of a splicing-correcting antisense oligonucleotide improves its therapeutic efficacy in spinal muscular atrophy.	indexed in Europe PMC but no full-text XML served (abstract/PDF-only deposit)
